Name,Shape,Level,School,Effect
Cracked Damage Jade +1,Circle,15,Any,+1 Life Flat Damage
Cracked Damage Citrine +6,Circle,15,Any,+6 Balance Flat Damage
Cracked Damage Citrine +5,Circle,15,Any,+5 Balance Flat Damage
Cracked Damage Citrine +4,Circle,15,Any,+4 Balance Flat Damage
Cracked Damage Citrine +3,Circle,15,Any,+3 Balance Flat Damage
Cracked Damage Citrine +2,Circle,15,Any,+2 Balance Flat Damage
Cracked Damage Citrine +1,Circle,15,Any,+1 Balance Flat Damage
Cracked Damage Amethyst +6,Circle,15,Any,+6 Storm Flat Damage
Cracked Damage Amethyst +5,Circle,15,Any,+5 Storm Flat Damage
Cracked Damage Amethyst +4,Circle,15,Any,+4 Storm Flat Damage
Cracked Damage Amethyst +3,Circle,15,Any,+3 Storm Flat Damage
Cracked Damage Amethyst +2,Circle,15,Any,+2 Storm Flat Damage
Cracked Damage Amethyst +1,Circle,15,Any,+1 Storm Flat Damage
Cracked Accurate Sapphire +2%,Triangle,15,Any,+2 Ice Accuracy
Cracked Accurate Sapphire +1%,Triangle,15,Any,+1 Ice Accuracy
Cracked Accurate Ruby +2%,Triangle,15,Any,+2 Fire Accuracy
Cracked Accurate Ruby +1%,Triangle,15,Any,+1 Fire Accuracy
Cracked Accurate Peridot +2%,Triangle,15,Any,+2 Myth Accuracy
Cracked Accurate Peridot +1%,Triangle,15,Any,+1 Myth Accuracy
Cracked Accurate Opal +1%,Triangle,15,Any,+1 Global Accuracy
Cracked Accurate Onyx +2%,Triangle,15,Any,+2 Death Accuracy
Cracked Accurate Onyx +1%,Triangle,15,Any,+1 Death Accuracy
Cracked Accurate Jade +2%,Triangle,15,Any,+2 Life Accuracy
Cracked Accurate Jade +1%,Triangle,15,Any,+1 Life Accuracy
Cracked Accurate Citrine +2%,Triangle,15,Any,+2 Balance Accuracy
Cracked Accurate Citrine +1%,Triangle,15,Any,+1 Balance Accuracy
Cracked Accurate Amethyst +2%,Triangle,15,Any,+2 Storm Accuracy
Cracked Accurate Amethyst +1%,Triangle,15,Any,+1 Storm Accuracy
Blood Bat Peridot,Triangle,15,Any,Gives 1 Blood Bat Item Card
Cracked Archmastery Opal +1 (Tear),Tear,1,Any,+1 Archmastery Rating
Cracked Archmastery Opal +1 (Square),Square,1,Any,+1 Archmastery Rating
